"pop","id","imfGDP","unGDP","country","gdpPerCapita","continent","rank"
15.899,660,0,337520470,"Anguilla",21229.037675325493,"North America",413
0.00265,660,0,337520470,"Anguilla",127366215.09433961,"North America",414
48109.006,729,0,82887395895,"Sudan",1722.9080953158748,"Africa",415
0.02634,729,0,82887395895,"Sudan",3146825964.123007,"Africa",416
23227.014,760,0,22163075121,"Syria",954.1939020228773,"Asia",417
0.0498,760,0,22163075121,"Syria",445041669.09638554,"Asia",418
12458.223,788,0,41703561397,"Tunisia",3347.4727011227847,"Africa",419
0.00826,788,0,41703561397,"Tunisia",5048857311.985472,"Africa",420
46.062,796,0,917550492,"Turks and Caicos Islands",19919.901263514395,"North America",421
0.00786,796,0,917550492,"Turks and Caicos Islands",116736703.81679387,"North America",422
36744.634,804,0,93270354852,"Ukraine",2538.33947160829,"Europe",423
-0.07448,804,0,93270354852,"Ukraine",-1252287256.3372717,"Europe",424
